"id","type","original","author","title","file","downloads","votes","rating","halosafe","score","score_norating","lastmodified","md5","featured","tags","fulltags","author_blurb"
"450","Official Remix","Only","Enlightened Fool",,"Nine Inch Nails - NINRemixes.com Official - 450 - Only remixed by Enlightened Fool.mp3","188","5","5.8","?","0.154255","0.0265957","0","8c0d4b8794e1379720b3bf01195bc054","0",NULL,NULL,
"451","Official Remix","Only","Falken",,"Nine Inch Nails - NINRemixes.com Official - 451 - Only remixed by Falken.mp3","164","4","5.5","?","0.134969","0.0245399","1178976978","79092d106602d78ca0e2e7618de52a3b","0",NULL,NULL,
"452","Official Remix","Only","Jardo","Second Draft Mix","Nine Inch Nails - NINRemixes.com Official - 452 - Only, Second Draft Mix, by Jardo.mp3","225","10","4.6","Y","0.205357","0.0446429","0","debd597e8d96c3bea33df032cb6818a9","0",NULL,NULL,
"453","Official Remix","Only","Jeff Hunt","To Hurt Myself","Nine Inch Nails - NINRemixes.com Official - 453 - Only, To Hurt Myself, by Jeff Hunt.mp3","198","5","5.5","?","0.113402","0.0206186","0","fa4f043d52d0515816a51f1ef6ce11a1","0",NULL,NULL,
"455","Official Remix","Only","Joe","Fuck You","Nine Inch Nails - NINRemixes.com Official - 455 - Only, Fuck You, by Joe.mp3","214","9","4.7","?","0.199528","0.0424528","1225844285","1f2022edd9c6e44fb7d6b8ce2d172516","0",NULL,NULL,
"456","Official Remix","Only","Kid Nucleus","Mind Fuck","Nine Inch Nails - NINRemixes.com Official - 456 - Only, Mind Fuck, by Kid Nucleus.mp3","333","8","5.6","?","0.135347","0.0241692","1225843955","c62faf74ddfc55ae293a0e2c247ba605","0",NULL,NULL,
"457","Official Remix","Only","Malvasio","Perc Mix","Nine Inch Nails - NINRemixes.com Official - 457 - Only, Perc Mix, by Malvasio.mp3","190","6","5.5","?","0.176471","0.0320856","0","ac4a8dea6bd7116a741e40b47b201c19","0",NULL,NULL,
"458","Official Remix","Only","Ryan Curtis and Shaun Col","One Night Only Stand","Nine Inch Nails - NINRemixes.com Official - 458 - Only, One Night Only Stand, by Ryan Curtis and Shaun Col.mp3","253","4","5.5","?","0.0873016","0.015873","0","80b0f4cc14de11fcd1415d4e26933814","0",NULL,NULL,
"459","Official Remix","Only","TMK","Voices In My Head","Nine Inch Nails - NINRemixes.com Official - 459 - Only, Voices In My Head, by TMK.mp3","241","8","5.4","?","0.180753","0.0334728","1224625370","f8429a2ecfeddb2be9731139acfb267a","0",NULL,NULL,"I tried to keep this remix as close to the original without imposing my own ambience. The loops seem to suggest a neurotic obsession that doesn't want to remain stagnant. I don't know why I kept hearing voices."
"460","Official Remix","Only","Tim Norman","Version 3.2","Nine Inch Nails - NINRemixes.com Official - 460 - Only, Version 3.2, by Tim Norman.mp3","228","8","5.5","?","0.195556","0.0355556","0","4ef098fff812b9a5c697a1595b0beee1","0",NULL,NULL,
"461","Official Remix","Only","Tommy","Only You","Nine Inch Nails - NINRemixes.com Official - 461 - Only, Only You, by Tommy.mp3","189","6","5.5","?","0.180328","0.0327869","0","e9371c0003ad986ec8ba5883e17eb980","0",NULL,NULL,
"462","Official Remix","Only","Malvasio","Vostokseq Mix","Nine Inch Nails - NINRemixes.com Official - 462 - Only, Vostokseq Mix, by Malvasio.mp3","255","18","3.8","S","0.271429","0.0714286","0","b5b00ef8481c7fb041e6240d7013920e","0",NULL,NULL,
"463","Official Remix","The Hand That Feeds","Malvasio","End Synth Riff Mix","Nine Inch Nails - NINRemixes.com Official - 463 - The Hand That Feeds, End Synth Riff Mix, by Malvasio.mp3","192","5","5.5","?","0.149457","0.0271739","0","a7ee0c6330914f09eb5780010c20680a","0",NULL,NULL,
"464","Official Remix","The Hand That Feeds","Vectorman","Super Noise Mix","Nine Inch Nails - NINRemixes.com Official - 464 - The Hand That Feeds, Super Noise Mix, by Vectorman.mp3","390","23","4.5","?","0.268831","0.0597403","0","2cc9bfaf0adb684dc6ae4a0aa4157805","0","hidden gem","hidden gem",
"465","Official Remix","Only","057 Productions",,"Nine Inch Nails - NINRemixes.com Official - 465 - Only remixed by 057 Productions.mp3","182","8","5.5","?","0.241758","0.043956","0","0c78de758573534ef7c79edd805725f2","0",NULL,NULL,
"466","Official Remix","Only","Adi M","Another Remix","Nine Inch Nails - NINRemixes.com Official - 466 - Only, Another Remix, by Adi M.mp3","211","11","4.6","?","0.23981","0.0521327","0","f55a26cb44685cfe4a169d343c220317","0",NULL,NULL,
"467","Official Remix","Only","Alibii",,"Nine Inch Nails - NINRemixes.com Official - 467 - Only remixed by Alibii.mp3","208","9","4.9","Y","0.214078","0.0436893","0","ee11a1bc83e37fbf1dc36086a045e547","0",NULL,NULL,
"468","Official Remix","Only","Cent Creature","Sassamo","Nine Inch Nails - NINRemixes.com Official - 468 - Only, Sassamo, by Cent Creature.mp3","171","4","5.8","?","0.136471","0.0235294","0","bf59f6546705c986d8782ef4bc1c329b","0",NULL,NULL,
"469","Official Remix","Only","Ciulaze","Nine Only 4.1m","Nine Inch Nails - NINRemixes.com Official - 469 - Only, Nine Only 4.1m, by Ciulaze.mp3","171","4","5.5","?","0.131737","0.0239521","0","2439496806b438b84d2e39c47d5b12ed","0",NULL,NULL,
"470","Official Remix","Only","Daniel Vasconcelos","No Fucking You","Nine Inch Nails - NINRemixes.com Official - 470 - Only, No Fucking You, by Daniel Vasconcelos.mp3","166","5","5.8","?","0.177914","0.0306748","1184475540","14ccd06a9eab01a0dbc6b02c025704c3","0",NULL,NULL,
"471","Official Remix","Only","Delobbo","Version","Nine Inch Nails - NINRemixes.com Official - 471 - Only, Version, by Delobbo.mp3","197","7","5.5","?","0.200521","0.0364583","0","5689f416ea4ccc89a19b1dcde1b4926e","0",NULL,NULL,
"472","Official Remix","Only","Dirtbox","Transparent Mix","Nine Inch Nails - NINRemixes.com Official - 472 - Only, Transparent Mix, by Dirtbox.mp3","187","6","5.5","?","0.151934","0.0276243","0","e1f89a4f1e7535686d58fec5f9b5e192","0",NULL,NULL,
"473","Official Remix","Only","DJ Fatality","Disilluded Mix","Nine Inch Nails - NINRemixes.com Official - 473 - Only, Disilluded Mix, by DJ Fatality.mp3","1109","15","6","?","0.0815957","0.0135993","0","e67df78bab3b9c9e9dc9acbdbf67ae6c","0",NULL,NULL,
"474","Official Remix","Only","DJ Stugatz","Fu Mega Rock Mix","Nine Inch Nails - NINRemixes.com Official - 474 - Only, Fu Mega Rock Mix, by DJ Stugatz.mp3","180","4","5.5","?","0.122905","0.0223464","0","0dffa17794ecdf49df85cff316a63f59","0",NULL,NULL,
"475","Official Remix","Only","Dusty Dean","Camp Cup Cake","Nine Inch Nails - NINRemixes.com Official - 475 - Only, Camp Cup Cake, by Dusty Dean.mp3","186","8","6","S","0.228261","0.0380435","0","6b29fcd50abe0f5eb88ed30a4340998e","0",NULL,NULL,
"476","Official Remix","Only","End Of November","Dot Mix","Nine Inch Nails - NINRemixes.com Official - 476 - Only, Dot Mix, by End Of November.mp3","280","10","5.3","?","0.194853","0.0367647","0","384267e5a6d9866db0aa084359809199","0",NULL,NULL,
"477","Official Remix","Only","Eric Naff","A Little More Upbeat","Nine Inch Nails - NINRemixes.com Official - 477 - Only, A Little More Upbeat, by Eric Naff.mp3","191","5","5.3","?","0.139474","0.0263158","1186938941","a8085e6e3a46711cc6ab74d571fe7941","0",NULL,NULL,
"478","Official Remix","Only","Exstus",,"Nine Inch Nails - NINRemixes.com Official - 478 - Only remixed by Exstus.mp3","168","6","4.6","?","0.168293","0.0365854","0","0539fc6f2d0d282c5516895925c70552","0",NULL,NULL,
"479","Official Remix","Only","Flux Of Humour","Caustic Mix","Nine Inch Nails - NINRemixes.com Official - 479 - Only, Caustic Mix, by Flux Of Humour.mp3","206","9","4.9","?","0.214078","0.0436893","1225679598","89ce868e8f5a7ba024ca518e5e0ea685","0",NULL,NULL,"Other remixes and originals: http://www.soundclick.com/fluxofhumour"
"480","Official Remix","Only","Flux of Humour","It Doesn't Matter","Nine Inch Nails - NINRemixes.com Official - 480 - Only, It Doesn't Matter, by Flux of Humour.mp3","195","7","5.4","?","0.194845","0.0360825","1225697711","75d628c21a2282fa567a7411c4296123","0",NULL,NULL,
"481","Official Remix","Only","Graham Anthony","Pent Up","Nine Inch Nails - NINRemixes.com Official - 481 - Only, Pent Up, by Graham Anthony.mp3","179","4","5.5","?","0.125714","0.0228571","0","2a60d3a883d52de013d284dcbc54f074","0",NULL,NULL,
"482","Official Remix","Only","Guy R","Scab Remix","Nine Inch Nails - NINRemixes.com Official - 482 - Only, Scab Remix, by Guy R.mp3","402","16","5.6","Y","0.222886","0.039801","0","0decb14edcdf22bf38d97f9110ce305f","0",NULL,NULL,
"483","Official Remix","Only","Jason B and Ryan WM North","Things Aren't As Pretty","Nine Inch Nails - NINRemixes.com Official - 483 - Only, Things Aren't As Pretty, by Jason B and Ryan WM North.mp3","329","32","3.2","?","0.293578","0.0917431","1178936432","08034baae012305a0e8876597c07b7a5","0","Awesome","Awesome",
"484","Official Remix","Only","John McKusick","Nothing I can Ever Have","Nine Inch Nails - NINRemixes.com Official - 484 - Only, Nothing I can Ever Have, by John McKusick.mp3","350","17","5.9","?","0.288218","0.0488506","0","a2c0c08495eba8e675ce5b84d4bf8b3d","0",NULL,NULL,
"485","Official Remix","Only","Justin Walker","JDub DnB Remix","Nine Inch Nails - NINRemixes.com Official - 485 - Only, JDub DnB Remix, by Justin Walker.mp3","226","7","6","N","0.163636","0.0272727","0","9c01f1f60cd8b46e8f93842063456560","0",NULL,NULL,
"486","Official Remix","Only","Kim","Nukyular Power Pants","Nine Inch Nails - NINRemixes.com Official - 486 - Only, Nukyular Power Pants, by Kim.mp3","206","8","5.4","?","0.214925","0.039801","0","85ecb2d904cdbe9a80dd80e7d3426e77","0","bush quotes","bush quotes",
"487","Official Remix","Only","Mattyboy","He Said The Fuck Word Mix","Nine Inch Nails - NINRemixes.com Official - 487 - Only, He Said The Fuck Word Mix, by Mattyboy.mp3","186","6","5.8","?","0.18913","0.0326087","1225865832","8dec9372f4fb727767c81852ffc4798c","0",NULL,NULL,
"488","Official Remix","Only","Menart",,"Nine Inch Nails - NINRemixes.com Official - 488 - Only remixed by Menart.mp3","166","7","5.5","?","0.231928","0.0421687","1178976981","46ee9837c8ad0203bbfdf476e3179bd5","0",NULL,NULL,
"489","Official Remix","Only","Modcam",,"Nine Inch Nails - NINRemixes.com Official - 489 - Only remixed by Modcam.mp3","184","5","5.5","?","0.120879","0.021978","1178976984","a87b65c7c192efcece1fc75e3ae1f2b4","0",NULL,NULL,
"490","Official Remix","Only","Patrick Dobrinen","Turbo Tot Mix","Nine Inch Nails - NINRemixes.com Official - 490 - Only, Turbo Tot Mix, by Patrick Dobrinen.mp3","172","6","5","?","0.147929","0.0295858","0","b0465028b4399a923efb742935d987c2","0","samples galore!","samples galore!",
"491","Official Remix","Only","Puppy Skin","Abstract Remix","Nine Inch Nails - NINRemixes.com Official - 491 - Only, Abstract Remix, by Puppy Skin.mp3","204","8","4.6","?","0.184925","0.040201","0","c07b41abc860efe54167f28adb8bc75f","0",NULL,NULL,
"492","Official Remix","Only","Red Rose Of All His Days","Only Made You Up to You","Nine Inch Nails - NINRemixes.com Official - 492 - Only, Only Made You Up to You, by Red Rose Of All His Days.mp3","711","87","2.9","S","0.35226","0.121469","1133928842","d8c5395becaa2d356a94e6b215661f3e","0",NULL,NULL,
"493","Official Remix","Only","Skeeza","Ol School Mix","Nine Inch Nails - NINRemixes.com Official - 493 - Only, Ol School Mix, by Skeeza.mp3","321","18","5.3","?","0.300946","0.0567823","0","aefd05c9dce394744af0320b51303068","0",NULL,NULL,
"494","Official Remix","Only","Synth Etique","Hi-Fi Mix","Nine Inch Nails - NINRemixes.com Official - 494 - Only, Hi-Fi Mix, by Synth Etique.mp3","215","9","4.1","?","0.17243","0.0420561","1226102896","6707eed95a0e7851fca7ebc0e183013d","0",NULL,NULL,
"495","Official Remix","Only","The Jigsaw Project","Messed Up","Nine Inch Nails - NINRemixes.com Official - 495 - Only, Messed Up, by The Jigsaw Project.mp3","488","52","3.5","Y","0.374486","0.106996","1177689906","43eac0a991cfd756328db52f055e1bb2","0",NULL,NULL,
"496","Official Remix","Only","Todd Hoefen","Mars Remix","Nine Inch Nails - NINRemixes.com Official - 496 - Only, Mars Remix, by Todd Hoefen.mp3","182","4","5.7","?","0.127374","0.0223464","0","9f2e4fad015d15725efbc8c31e175c53","0",NULL,NULL,
"497","Official Remix","Only","Tom Wax and Inner Mind",,"Nine Inch Nails - NINRemixes.com Official - 497 - Only remixed by Tom Wax and Inner Mind.mp3","293","17","5","?","0.292096","0.0584192","0","47e6b1d06169cafa82c9fda974738fe5","0",NULL,NULL,
"498","Official Remix","Only","Xen","The Beauty of Silence","Nine Inch Nails - NINRemixes.com Official - 498 - Only, The Beauty of Silence, by Xen.mp3","302","17","5.3","?","0.298344","0.0562914","0","0b76c6742430ebd62b697d0e89c3fe9e","0",NULL,NULL,
"499","Official Remix","Only","Zam","To Hurt Myself","Nine Inch Nails - NINRemixes.com Official - 499 - Only, To Hurt Myself, by Zam.mp3","270","12","5.4","?","0.24","0.0444444","1185337585","0aa237be0cb5db61911b4bd4db1b5a01","0",NULL,NULL,
"500","Official Remix","Only","Anthony Steele","Counterpoint Version","Nine Inch Nails - NINRemixes.com Official - 500 - Only, Counterpoint Version, by Anthony Steele.mp3","164","5","5.5","?","0.171875","0.03125","0","df3eb145c356740e590c5923bc6715b6","0",NULL,NULL,
"501","Official Remix","Only","Ceb","Hurt Myself","Nine Inch Nails - NINRemixes.com Official - 501 - Only, Hurt Myself, by Ceb.mp3","218","6","5.4","?","0.150698","0.027907","0","17194825cfb9aca5ceb8e37ba16c7d71","0",NULL,NULL,
"502","Official Remix","Only","DJ Void","And Now 4 Smthng Compltly Different","Nine Inch Nails - NINRemixes.com Official - 502 - Only, And Now 4 Smthng Compltly Different, by DJ Void.mp3","407","28","4.9","Y","0.337931","0.0689655","0","6eb58659d025099aeff3a67d20ac65ff","0",NULL,NULL,
"503","Official Remix","Only","Herbal Cracker","Low Carb Remix","Nine Inch Nails - NINRemixes.com Official - 503 - Only, Low Carb Remix, by Herbal Cracker.mp3","277","11","5","?","0.201465","0.040293","0","94888bedae6b210d08d77b4b98cb3805","0",NULL,NULL,
"504","Official Remix","Only","Jahba",,"Nine Inch Nails - NINRemixes.com Official - 504 - Only remixed by Jahba.mp3","295","13","5.3","?","0.235154","0.0443686","0","33bf8ed0281312191e001e3b1d9bd9d6","0",NULL,NULL,
"505","Official Remix","Only","Michael Lombardo",,"Nine Inch Nails - NINRemixes.com Official - 505 - Only remixed by Michael Lombardo.mp3","195","8","5.5","?","0.199482","0.0362694","1182037790","2decdb298ed5e6bd68f44335cfbe903f","0",NULL,NULL,
"506","Official Remix","Only","Nano Naz","Stare Into The Sun","Nine Inch Nails - NINRemixes.com Official - 506 - Only, Stare Into The Sun, by Nano Naz.mp3","258","5","5.5","?","0.107422","0.0195312","0","5a2777c176a48af0ffa1657527166f9e","0",NULL,NULL,
"507","Official Remix","Only","Nedra Gunn",,"Nine Inch Nails - NINRemixes.com Official - 507 - Only remixed by Nedra Gunn.mp3","150","6","5.5","N","0.22","0.04","1178976988","b9950c28d05d2f8f00ea8a77f47cd760","0",NULL,NULL,
"508","Official Remix","Only","Nynex",,"Nine Inch Nails - NINRemixes.com Official - 508 - Only remixed by Nynex.mp3","399","38","3.2","N","0.299747","0.0936709","1178976991","2ec128448301c4c0d33d41868698818d","0","NYNEX","NYNEX",
"509","Official Remix","Only","Paige","Lonely Remix","Nine Inch Nails - NINRemixes.com Official - 509 - Only, Lonely Remix, by Paige.mp3","187","7","5.5","?","0.178378","0.0324324","0","ecc3ddb647b8b1593d39969878b240d0","0",NULL,NULL,
"510","Official Remix","Only","Rublore","Only Lemmings","Nine Inch Nails - NINRemixes.com Official - 510 - Only, Only Lemmings, by Rublore.mp3","767","21","6","?","0.165354","0.0275591","0","ba0121a85c53c16be0eafa7fae8291eb","0",NULL,NULL,
"511","Official Remix","Only","Stephen Doyle","Dnb Kick Remix","Nine Inch Nails - NINRemixes.com Official - 511 - Only, Dnb Kick Remix, by Stephen Doyle.mp3","228","11","3.8","?","0.186607","0.0491071","0","419d0f2ff11db46a688c37b90a7eec57","0",NULL,NULL,
"512","Official Remix","Only","Sylais","Speaking Alone Mix","Nine Inch Nails - NINRemixes.com Official - 512 - Only, Speaking Alone Mix, by Sylais.mp3","361","24","5","?","0.321229","0.0642458","0","7b8ba10639a3179d2703c76db07a089e","0",NULL,NULL,
"513","Official Remix","Only","Tosh",,"Nine Inch Nails - NINRemixes.com Official - 513 - Only remixed by Tosh.mp3","187","8","4.6","?","0.196791","0.0427807","1178976993","a4a03ef4365b33b850336453c896ca0f","0",NULL,NULL,
"514","Official Remix","Only","Vigilante","Heroes Mix","Nine Inch Nails - NINRemixes.com Official - 514 - Only, Heroes Mix, by Vigilante.mp3","200","7","5.6","?","0.196985","0.0351759","1178557832","bef7fd990495e9bb8a8c983440aed967","0",NULL,NULL,
"515","Official Remix","Only","Voodu Inc","Bleeding","Nine Inch Nails - NINRemixes.com Official - 515 - Only, Bleeding, by Voodu Inc.mp3","915","94","3.4","?","0.351595","0.10341","1225910459","bd71f8d33218921a7eec0cecf0b3a1b2","0",NULL,NULL,
"516","Official Remix","The Hand That Feeds","Sylais","In Fortuna We Trust - The Devil Hand Mix","Nine Inch Nails - NINRemixes.com Official - 516 - The Hand That Feeds, In Fortuna We Trust - The Devil Hand Mix, by Sylais.mp3","449","21","5.5","?","0.258969","0.0470852","0","0e3305dab4494959c337027ad6d5388b","0",NULL,NULL,
"517","Official Remix","Only","Art Gadel",,"Nine Inch Nails - NINRemixes.com Official - 517 - Only remixed by Art Gadel.mp3","180","4","5.5","?","0.124294","0.0225989","0","357cfd9ff78482f4921e995a3a6a4914","0",NULL,NULL,
"518","Official Remix","Only","Barbara Mikulska","V For The Dreamhunters With A Woman's Voice","Nine Inch Nails - NINRemixes.com Official - 518 - Only, V For The Dreamhunters With A Woman's Voice, by Barbara Mikulska.mp3","262","16","5.3","?","0.33125","0.0625","1182036497","e9f4ca2fe5339531b8f80e6ec8d579cb","0",NULL,NULL,
"519","Official Remix","Only","David Thompson","The Nonix Syndrome","Nine Inch Nails - NINRemixes.com Official - 519 - Only, The Nonix Syndrome, by David Thompson.mp3","181","4","5.5","?","0.122222","0.0222222","0","a9163e447b25606c5afed4ee939ba1c8","0",NULL,NULL,
"520","Official Remix","Only","Devil","Greetings From Hell","Nine Inch Nails - NINRemixes.com Official - 520 - Only, Greetings From Hell, by Devil.mp3","2093","227","3.5","?","0.379377","0.108393","0","964208b57cd302cba1c54cd55672506a","0",NULL,NULL,
"521","Official Remix","Only","Head Joint","Only the Facets","Nine Inch Nails - NINRemixes.com Official - 521 - Only, Only the Facets, by Head Joint.mp3","195","6","5.5","?","0.170103","0.0309278","0","5e7d19beaa17601a4b882e6594052af2","0",NULL,NULL,
"522","Official Remix","Only","JD Atherton","Only Slightly","Nine Inch Nails - NINRemixes.com Official - 522 - Only, Only Slightly, by JD Atherton.mp3","185","6","5.5","?","0.180328","0.0327869","0","64a98d9819a82c91583d3fcb12cb629e","0",NULL,NULL,
"523","Official Remix","Only","Low Roller",,"Nine Inch Nails - NINRemixes.com Official - 523 - Only remixed by Low Roller.mp3","182","7","5.5","?","0.215084","0.0391061","1178976999","470ecc09e44a778618341718384fe1f9","0",NULL,NULL,
"524","Official Remix","Only","Omni",,"Nine Inch Nails - NINRemixes.com Official - 524 - Only remixed by Omni.mp3","232","12","4.8","N","0.231579","0.0482456","1178977002","35e24ebc56cdba806d42cba428c61fb4","0",NULL,NULL,
"525","Official Remix","Only","Sebastian R Komor","Xenomorph Remix","Nine Inch Nails - NINRemixes.com Official - 525 - Only, Xenomorph Remix, by Sebastian R Komor.mp3","2231","247","3.7","?","0.411667","0.111261","0","40e5a2ac2f556a9502786f55bab1b353","0","GOD, XENOMORPH","XENOMORPH, GOD",
"526","Official Remix","Only","Srdjan","Mad n Bad Remx","Nine Inch Nails - NINRemixes.com Official - 526 - Only, Mad n Bad Remx, by Srdjan.mp3","179","5","5.7","?","0.161932","0.0284091","0","94b674655490218397e1d93887bbcfe1","0",NULL,NULL,
"527","Official Remix","Only","Yanaek","Version Alpha","Nine Inch Nails - NINRemixes.com Official - 527 - Only, Version Alpha, by Yanaek.mp3","195","8","5.5","?","0.229167","0.0416667","0","b8d0a013631a626371f9d127ec269858","0",NULL,NULL,
"528","Official Remix","The Hand That Feeds","Fichtesieben","Fichte 7 Remix","Nine Inch Nails - NINRemixes.com Official - 528 - The Hand That Feeds, Fichte 7 Remix, by Fichtesieben.mp3","319","15","5.4","?","0.257143","0.047619","0","791d07f7bf129757ac2dcfbba972af2f","0",NULL,NULL,
"529","Official Remix","The Hand That Feeds","Sefiros","2.0","Nine Inch Nails - NINRemixes.com Official - 529 - The Hand That Feeds, 2.0, by Sefiros.mp3","524","24","5.3","?","0.248437","0.046875","1178555436","66e188da7d548a69bbfe8b7c19d34f25","0",NULL,NULL,
"530","Official Remix","Only","Galia Villalobos","V.0001 Remix","Nine Inch Nails - NINRemixes.com Official - 530 - Only, V.0001 Remix, by Galia Villalobos.mp3","729","97","2.4","?","0.321103","0.133793","0","6dddd33db4369386daffb71c22f61f3a","0",NULL,NULL,
"531","Official Remix","Only","Damien Page Lewis","Dub MIx","Nine Inch Nails - NINRemixes.com Official - 531 - Only, Dub MIx, by Damien Page Lewis.mp3","216","12","4.6","Y","0.256744","0.055814","0","7239a8abfbcbdae267de12e8f447e57f","0",NULL,NULL,
"532","Official Remix","Only","Delete Yourself","Only Bush","Nine Inch Nails - NINRemixes.com Official - 532 - Only, Only Bush, by Delete Yourself.mp3","703","63","3.9","?","0.350499","0.0898716","0","b5461df24090094def0bcf5ddc4acea5","0",NULL,NULL,
"533","Official Remix","Only","Evil Ethics","Couldn't Leave It Alone Intro","Nine Inch Nails - NINRemixes.com Official - 533 - Only, Couldn't Leave It Alone Intro, by Evil Ethics.mp3","219","8","4.7","?","0.173272","0.0368664","1178937153","85c23f508d92a5ed15de94c57cc4d272","0",NULL,NULL,
"534","Official Remix","Only","Galia Villalobos","V002persephone Remix","Nine Inch Nails - NINRemixes.com Official - 534 - Only, V002persephone Remix, by Galia Villalobos.mp3","561","81","2.3","?","0.332679","0.144643","1177965997","60156e6db5b62c60ac4c6ab0389cda50","0",NULL,NULL,
"535","Official Remix","Only","Jason Reynolds","Xushi Speedway Mix","Nine Inch Nails - NINRemixes.com Official - 535 - Only, Xushi Speedway Mix, by Jason Reynolds.mp3","243","16","3.8","?","0.250206","0.0658436","0","cb978cb1e9edca66cbf228370441bb1a","0",NULL,NULL,
"536","Official Remix","Only","Ppman","Only The Voices In My Head","Nine Inch Nails - NINRemixes.com Official - 536 - Only, Only The Voices In My Head, by Ppman.mp3","200","7","5.5","?","0.166667","0.030303","0","5a0d93670ba5d0f841f71ed6a16b3e7d","0",NULL,NULL,
"537","Official Remix","Only","Prophelation",,"Nine Inch Nails - NINRemixes.com Official - 537 - Only remixed by Prophelation.mp3","193","7","4.6","?","0.169474","0.0368421","0","b936e00bd272a1413d68c40661f613b3","0",NULL,NULL,
"538","Official Remix","Only","Vargotah",,"Nine Inch Nails - NINRemixes.com Official - 538 - Only remixed by Vargotah.mp3","16842","1754","4.9","Y","0.514125","0.104923","1177639995","27701d5a3209f7f36f75dac13110c3ce","0","There is no us apparentl, over-estimated, over-promoted","Only, Classic",
"539","Official Remix","Only","Billyb","Made You Up","Nine Inch Nails - NINRemixes.com Official - 539 - Only, Made You Up, by Billyb.mp3","240","8","5.6","S","0.164017","0.0292887","0","bae15c734b851c1f42001dd80d1acfcc","0",NULL,NULL,
"540","Official Remix","Only","Darth Fader","B","Nine Inch Nails - NINRemixes.com Official - 540 - Only, B, by Darth Fader.mp3","203","4","5.7","?","0.115736","0.0203046","0","24d43ab793fd9271f841d72ad5cddf68","0",NULL,NULL,
"541","Official Remix","Only","Freelance Slacker","Fuck Bush Ray Nagin For President","Nine Inch Nails - NINRemixes.com Official - 541 - Only, Fuck Bush Ray Nagin For President, by Freelance Slacker.mp3","281","12","5.5","?","0.158273","0.028777","0","7a64eee86ef0b6eb2b27d032b81b4f38","0",NULL,NULL,
"542","Official Remix","Only","Jayson Ambrose","Bipolar","Nine Inch Nails - NINRemixes.com Official - 542 - Only, Bipolar, by Jayson Ambrose.mp3","278","8","4.9","?","0.142029","0.0289855","1218654804","ce6ed15cabd7f0acbbe3c99b88de52c1","0",NULL,NULL,
"544","Official Remix","Only","Loo Mega",,"Nine Inch Nails - NINRemixes.com Official - 544 - Only remixed by Loo Mega.mp3","336","18","5.7","S","0.308108","0.0540541","0","a8639985af6257f0a32542dc47fe875e","0",NULL,NULL,
"545","Official Remix","Only","Lord Nobuo","Ugly On The Inside","Nine Inch Nails - NINRemixes.com Official - 545 - Only, Ugly On The Inside, by Lord Nobuo.mp3","206","6","5.5","S","0.161765","0.0294118","0","f24a2afb4ecfdae3728a8d109d76369c","0",NULL,NULL,
"546","Official Remix","Only","Mindless Faith",,"Nine Inch Nails - NINRemixes.com Official - 546 - Only remixed by Mindless Faith.mp3","370","20","4.9","?","0.276056","0.056338","1178977007","3d5c696c7a7bf950850a35a7cab5daf8","0",NULL,NULL,
"547","Official Remix","Only","PSG","Slowdrive","Nine Inch Nails - NINRemixes.com Official - 547 - Only, Slowdrive, by PSG.mp3","429","46","2.8","?","0.304492","0.108747","0","bfa2545acd93b1a321ffb24ae6ce0a13","0",NULL,NULL,
"548","Official Remix","Only","Pri",,"Nine Inch Nails - NINRemixes.com Official - 548 - Only remixed by Pri.mp3","215","10","4.6","Y","0.213953","0.0465116","0","4992f7da13b04170bab0186e82b9288f","0",NULL,NULL,
"549","Official Remix","Only","Simon Cohen","Only In One Day","Nine Inch Nails - NINRemixes.com Official - 549 - Only, Only In One Day, by Simon Cohen.mp3","227","4","5.8","?","0.103111","0.0177778","0","2ca5bb4870cc5b04b76b436fea41d266","0",NULL,NULL,
"550","Official Remix","Only","The Worthless Cocksuckers","Shallow","Nine Inch Nails - NINRemixes.com Official - 550 - Only, Shallow, by The Worthless Cocksuckers.mp3","192","6","5.5","?","0.174603","0.031746","0","5de4ef1fa42d686dc73a31cf95d1825f","0",NULL,NULL,
"551","Official Remix","Only","Tony Koch","Me","Nine Inch Nails - NINRemixes.com Official - 551 - Only, Me, by Tony Koch.mp3","203","4","5.5","?","0.109453","0.0199005","0","2dc1b7ac476db08f9d09b2b2385200cb","0",NULL,NULL,
"552","Official Remix","Only","Wyrm","Uncooth","Nine Inch Nails - NINRemixes.com Official - 552 - Only, Uncooth, by Wyrm.mp3","246","11","5.1","?","0.228049","0.0447154","0","3dbe5de5a842dd31123d9270ffa348a5","0",NULL,NULL,
"553","Official Remix","The Hand That Feeds","Evil Ethics","The Hand That Didn't Feed","Nine Inch Nails - NINRemixes.com Official - 553 - The Hand That Feeds, The Hand That Didn't Feed, by Evil Ethics.mp3","223","8","5.5","?","0.200913","0.0365297","1178936889","ec341b3220c4ef35d0a2dba6cb299b74","0",NULL,NULL,
"554","Official Remix","The Hand That Feeds","Nikkitoxic","Dyspepsia","Nine Inch Nails - NINRemixes.com Official - 554 - The Hand That Feeds, Dyspepsia, by Nikkitoxic.mp3","7434","583","6","?","0.470046","0.078341","0","e0a69c2904f7c9379bac9b8a38f55b19","0","Nice Rocking Disco, Sloppy drums, low vocals!","Sloppy drums, Nice Rocking Disco, low vocals!, childish",
