"id","type","original","author","title","file","downloads","votes","rating","halosafe","score","score_norating","lastmodified","md5","featured","tags","fulltags","author_blurb"
"172","Unofficial Remix","Hurt","Heinali",,"Nine Inch Nails - NINRemixes.com Unofficial - 172 - Hurt remixed by Heinali (Unofficial Remix).mp3","1364","54","5.9","N","0.224335","0.0380228","1180008358",,"0","hurt/doogie mix","hurt/doogie mix",
"173","Fan Inspired Song","Fan Inspired Song","Baal","Crawl","Nine Inch Nails - NINRemixes.com Unofficial - 173 - Crawl by Baal (Fan Inspired Song).mp3","232","11","5.5","Y","0.260776","0.0474138","1180031967",,"0",NULL,NULL,
"174","Cover","Down In It","Brendan Rogers","Above It","Nine Inch Nails - NINRemixes.com Unofficial - 174 - Down In It, Above It, by Brendan Rogers (Cover).mp3","692","18","5.6","?","0.148454","0.0265096","1180051772",,"0",NULL,NULL,
"175","Fan Inspired Song","Fan Inspired Song","Laika","Mundoscaleidoscopicos","Nine Inch Nails - NINRemixes.com Unofficial - 175 - Mundoscaleidoscopicos by Laika (Fan Inspired Song).mp3","126","5","5.5","?","0.176","0.032","1180226106",,"0",NULL,NULL,
"176","Cover","Piggy","Maudlin","Live At Brisbane Festival","Nine Inch Nails - NINRemixes.com Unofficial - 176 - Piggy, Live At Brisbane Festival, by Maudlin (Cover).mp3","586","21","5.7","?","0.206736","0.0362694","1180259485",,"0","Hey mate all of my fears, WTF?, mate","WTF?, mate, Hey mate all of my fears, Hey, all of my fears came tru",
"177","Fan Inspired Song","Fan Inspired Song","Tommy Styhlz","Straight Sound","Nine Inch Nails - NINRemixes.com Unofficial - 177 - Straight Sound by Tommy Styhlz (Fan Inspired Song).mp3","153","6","5.3","?","0.209211","0.0394737","1180393510",,"0",NULL,NULL,
"178","Unofficial Remix","Starfuckers, Inc.","Pieter Boon","Starfumix","Nine Inch Nails - NINRemixes.com Unofficial - 178 - Starfuckers, Inc., Starfumix, by Pieter Boon (Unofficial Remix).mp3","664","16","6","S","0.146789","0.0244648","1186842169",,"0","complex movie music","complex movie music",
"179","Fan Inspired Song","Fan Inspired Song","Tommy Styhlz","I Don't Know","Nine Inch Nails - NINRemixes.com Unofficial - 179 - I Don't Know by Tommy Styhlz (Fan Inspired Song).mp3","133","4","5.8","?","0.174436","0.0300752","1180585166",,"0",NULL,NULL,
"180","Unofficial Remix","The Big Come Down","Dorsia Milton","v2 Remix","Nine Inch Nails - NINRemixes.com Unofficial - 180 - The Big Come Down, v2 Remix, by Dorsia Milton (Unofficial Remix).mp3","1341","61","6.1","S","0.278936","0.0457271","1181104970",,"0","Autechre-esque","Autechre-esque",
"377","Unofficial Remix","The Frail","Reaps","Some Other Version","Nine Inch Nails - NINRemixes.com Unofficial - 377 - The Frail, Some Other Version, by Reaps (Unofficial Remix).mp3","457","12","5.7","?","0.144138","0.0252874","1190158640",,"0",NULL,NULL,
"182","Fan Inspired Song","Fan Inspired Song","Tommy Styhlz","Reset 2 Zero","Nine Inch Nails - NINRemixes.com Unofficial - 182 - Reset 2 Zero by Tommy Styhlz (Fan Inspired Song).mp3","165","7","5.6","Y","0.239024","0.0426829","1180991677",,"0",NULL,NULL,
"183","Unofficial Remix","The Big Come Down","Baal","Gotta Get Back To The Bottle","Nine Inch Nails - NINRemixes.com Unofficial - 183 - The Big Come Down, Gotta Get Back To The Bottle, by Baal (Unofficial Remix).mp3","499","17","5.4","Y","0.185455","0.0343434","1181104847",,"0",NULL,NULL,
"184","Cover","The Frail","Jai Daniels",,"Nine Inch Nails - NINRemixes.com Unofficial - 184 - The Frail covered by Jai Daniels (Cover).mp3","655","26","5.7","?","0.215094","0.0377358","1181102739",,"0",NULL,NULL,
"185","Unofficial Remix","The Perfect Drug","JadenX","Retro-Progressive Mix","Nine Inch Nails - NINRemixes.com Unofficial - 185 - The Perfect Drug, Retro-Progressive Mix, by JadenX (Unofficial Remix).mp3","521","13","5.5","S","0.117934","0.0214425","1181104716",,"0",NULL,NULL,
"186","Unofficial Remix","Mashup","Baal","The Day The Starstripped Away","Nine Inch Nails - NINRemixes.com Unofficial - 186 - Mashup, The Day The Starstripped Away, by Baal (Unofficial Remix).mp3","776","32","6","Y","0.249027","0.0415045","1181104347",,"0","starfuckers mash","starfuckers mash",
"188","Unofficial Remix","The Day The World Went Away","ScrewDriver Inc.","The Day The World Disappeared","Nine Inch Nails - NINRemixes.com Unofficial - 188 - The Day The World Went Away, The Day The World Disappeared, by ScrewDriver Inc. (Unofficial Remix).mp3","719","14","5.7","S","0.103927","0.0182328","1181134878",,"0",NULL,NULL,
"191","Fan Inspired Song","Fan Inspired Song","Christopher Brooks","Dusk Reloaded","Nine Inch Nails - NINRemixes.com Unofficial - 191 - Dusk Reloaded by Christopher Brooks (Fan Inspired Song).mp3","208","11","6","Y","0.317308","0.0528846","1181173769",,"0",NULL,NULL,
"137","Unofficial Remix","The Big Come Down","Pieter Boon","Comedown","Nine Inch Nails - NINRemixes.com Unofficial - 137 - The Big Come Down, Comedown, by Pieter Boon (Unofficial Remix).mp3","351","7","5.8","?","0.118023","0.0203488","1182020953",,"0","heavy soundscape","heavy soundscape",
"192","Fan Inspired Song","Fan Inspired Song","Snaro","The Abyss, Beat Corrected","Nine Inch Nails - NINRemixes.com Unofficial - 192 - The Abyss, Beat Corrected by Snaro (Fan Inspired Song).mp3","145","9","5.5","Y","0.341379","0.062069","1184797890",,"0",NULL,NULL,
"193","Cover","The Beginning of the End","Brad Loehr",,"Nine Inch Nails - NINRemixes.com Unofficial - 193 - The Beginning of the End covered by Brad Loehr (Cover).mp3","462","23","5.1","?","0.249889","0.0489978","1181857632",,"0",NULL,NULL,
"194","Unofficial Remix","Mashup","Jai Daniels","With Apologies","Nine Inch Nails - NINRemixes.com Unofficial - 194 - Mashup, With Apologies, by Jai Daniels (Unofficial Remix).mp3","305","12","4.7","?","0.169508","0.0360656","1186841880",,"0",NULL,NULL,
"195","Cover","Another Version of the Truth","RB6 Elite",,"Nine Inch Nails - NINRemixes.com Unofficial - 195 - Another Version of the Truth covered by RB6 Elite (Cover).mp3","431","16","5.7","?","0.19","0.0333333","1181304040",,"0",NULL,NULL,
"196","Unofficial Remix","Starfuckers, Inc.","Shaheen Jilani","Bleeding Deaf Mix","Nine Inch Nails - NINRemixes.com Unofficial - 196 - Starfuckers, Inc., Bleeding Deaf Mix, by Shaheen Jilani (Unofficial Remix).mp3","382","6","4.1","N","0.0654255","0.0159574","1187667384",,"0","altitude yawn!","altitude yawn!",
"197","Cover","Closer","DB4",,"Nine Inch Nails - NINRemixes.com Unofficial - 197 - Closer covered by DB4 (Cover).mp3","996","26","6","Y","0.157895","0.0263158","1181387183",,"0","Death Sex, borg loving?","Death Sex, borg loving?",
"198","Unofficial Remix","Down In It","Jason Vespucci","Down In This 666","Nine Inch Nails - NINRemixes.com Unofficial - 198 - Down In It, Down In This 666, by Jason Vespucci (Unofficial Remix).mp3","590","11","4.5","?","0.076661","0.0170358","1190604320",,"0","only and best of the son","only and best of the son",
"199","Unofficial Remix","Screaming Slave","JadenX","Trap Mix","Nine Inch Nails - NINRemixes.com Unofficial - 199 - Screaming Slave, Trap Mix, by JadenX (Unofficial Remix).mp3","456","5","5.8","?","0.0650224","0.0112108","1181782865",,"0",NULL,NULL,
"201","Cover","Pilgrimage","Nine Inch Frails","Electric Banjo Mix","Nine Inch Nails - NINRemixes.com Unofficial - 201 - Pilgrimage, Electric Banjo Mix, by Nine Inch Frails (Cover).mp3","525","13","5.8","?","0.133589","0.0230326","1181782936",,"0",NULL,NULL,
"202","Unofficial Remix","The Day The World Went Away","ScrewDriver Inc.","The Day The World Comes Alive","Nine Inch Nails - NINRemixes.com Unofficial - 202 - The Day The World Went Away, The Day The World Comes Alive, by ScrewDriver Inc. (Unofficial Remix).mp3","453","7","5.1","S","0.0800448","0.0156951","1181797920",,"0",NULL,NULL,
"203","Unofficial Remix","The Way Out Is Through","The Trappings",,"Nine Inch Nails - NINRemixes.com Unofficial - 203 - The Way Out Is Through remixed by The Trappings (Unofficial Remix).mp3","1693","76","6.1","Y","0.265534","0.0435301","1181945651",,"1","ambient, test","test, ambient",
"204","Unofficial Remix","Beside You In Time","Erasemoi","Somewhere In Time","Nine Inch Nails - NINRemixes.com Unofficial - 204 - Beside You In Time, Somewhere In Time, by Erasemoi (Unofficial Remix).mp3","1000","33","6","Y","0.199597","0.0332661","1182315742",,"0","trancey","trancey",
"205","Unofficial Remix","God Given","Retrolust","God Taketh Away","Nine Inch Nails - NINRemixes.com Unofficial - 205 - God Given, God Taketh Away, by Retrolust (Unofficial Remix).mp3","282","8","4.8","Y","0.13913","0.0289855","1182315612",,"0","Trent pre puberty","Trent pre puberty",
"206","Unofficial Remix","Mashup","Yo",,"Nine Inch Nails - NINRemixes.com Unofficial - 206 - Mashup remixed by Yo (Unofficial Remix).mp3","340","5","3.5","?","0.0514706","0.0147059","1182315680",,"0",NULL,NULL,
"207","Fan Inspired Song","Fan Inspired Song","FWTBaal","Lysis","Nine Inch Nails - NINRemixes.com Unofficial - 207 - Lysis by FWTBaal (Fan Inspired Song).mp3","175","11","4.6","Y","0.265896","0.0578035","1182394994",,"0",NULL,NULL,
"208","Cover","Hurt","Falki",,"Nine Inch Nails - NINRemixes.com Unofficial - 208 - Hurt covered by Falki (Cover).mp3","612","17","5.5","Y","0.156093","0.0283806","1182395092",,"0",NULL,NULL,
"209","Fan Inspired Song","Fan Inspired Song","YZero0000","Staring At Static, Listening To White Noise","Nine Inch Nails - NINRemixes.com Unofficial - 209 - Staring At Static, Listening To White Noise by YZero0000 (Fan Inspired Song).mp3","190","9","5.7","Y","0.27","0.0473684","1182395229",,"0","60 BPM","60 BPM",
"210","Cover","Right Where It Belongs","Eternal Infamy","Quiet","Nine Inch Nails - NINRemixes.com Unofficial - 210 - Right Where It Belongs, Quiet, by Eternal Infamy (Cover).mp3","1065","26","5.7","?","0.126301","0.022158","1182438794",,"0","really nice, still","still, really nice",
"211","Cover","Every Day Is Exactly The Same","Falki",,"Nine Inch Nails - NINRemixes.com Unofficial - 211 - Every Day Is Exactly The Same covered by Falki (Cover).mp3","639","16","5.4","Y","0.136278","0.0252366","1182466587",,"0",NULL,NULL,
"212","Unofficial Remix","The Frail","Erke",,"Nine Inch Nails - NINRemixes.com Unofficial - 212 - The Frail remixed by Erke (Unofficial Remix).mp3","400","8","5.1","?","0.104082","0.0204082","1187667033",,"0","instrumental, props 4 the paino","props 4 the paino, instrumental",
"213","Fan Inspired Song","Fan Inspired Song","Kyle Porter","Parepin Distortions","Nine Inch Nails - NINRemixes.com Unofficial - 213 - Parepin Distortions by Kyle Porter (Fan Inspired Song).mp3","460","41","4.7","Y","0.399346","0.0849673","1183304933",,"0","Neubauten inspired, moody, slow","slow, Neubauten inspired, moody, ",
"214","Fan Inspired Song","Fan Inspired Song","Misty Dawn","Fallin Deeper","Nine Inch Nails - NINRemixes.com Unofficial - 214 - Fallin Deeper by Misty Dawn (Fan Inspired Song).mp3","512","20","5.8","?","0.229249","0.0395257","1182703052",,"1","SexEpic, Violin Bass, sjitty","Violin Bass, sjitty, SexEpic",
"215","Unofficial Remix","The Fragile","Gurthez","String Quartet Mix","Nine Inch Nails - NINRemixes.com Unofficial - 215 - The Fragile, String Quartet Mix, by Gurthez (Unofficial Remix).mp3","728","7","4.4","?","0.0426593","0.00969529","1182712419",,"0","string quartet","string quartet",
"216","Unofficial Remix","The Day The World Went Away","Pieter Boon","The Day","Nine Inch Nails - NINRemixes.com Unofficial - 216 - The Day The World Went Away, The Day, by Pieter Boon (Unofficial Remix).mp3","984","22","6.2","S","0.134783","0.0217391","1182759460",,"0","ambient","ambient",
"217","Unofficial Remix","Mashup","The Day","Underneath You In Time","Nine Inch Nails - NINRemixes.com Unofficial - 217 - Mashup, Underneath You In Time, by The Day (Unofficial Remix).mp3","445","12","6","?","0.164384","0.0273973","1190604564",,"0",NULL,NULL,
"218","Fan Inspired Song","Fan Inspired Song","Kyle Porter","Terminus","Nine Inch Nails - NINRemixes.com Unofficial - 218 - Terminus by Kyle Porter (Fan Inspired Song).mp3","266","16","5.7","Y","0.344151","0.0603774","1182793754",,"0","Original, Stickwaver Rave Trance D","Stickwaver Rave Trance D, Original",
"219","Fan Inspired Song","Fan Inspired Song","T.J. Naylor","I Remain","Nine Inch Nails - NINRemixes.com Unofficial - 219 - I Remain by T.J. Naylor (Fan Inspired Song).mp3","102","5","5.6","?","0.28","0.05","1182873792",,"0",NULL,NULL,
"142","Cover","A Warm Place","Steveolectric",,"Nine Inch Nails - NINRemixes.com Unofficial - 142 - A Warm Place covered by Steveolectric (Cover).mp3","817","33","5.4","Y","0.207435","0.0384139","1183646887",,"0","RPG Music, Strings","Strings, RPG Music",
"221","Cover","A Warm Place","Elmo Shell",,"Nine Inch Nails - NINRemixes.com Unofficial - 221 - A Warm Place covered by Elmo Shell (Cover).mp3","473","13","5.9","?","0.151931","0.0257511","1182874647",,"0",NULL,NULL,
"222","Unofficial Remix","Charlie Clouser - Hello Zep","Logan Kayle","Jigsaw Remix","Nine Inch Nails - NINRemixes.com Unofficial - 222 - Charlie Clouser - Hello Zep, Jigsaw Remix, by Logan Kayle (Unofficial Remix).mp3","949","31","6.2","?","0.191073","0.0308183","1274819496",,"0","Saw III, Saw IV, tags are not for comment","Saw IV, tags are not for comment, Saw III, Saw II, Not TR, Saw I, not nin but still good",
"223","Unofficial Remix","Hurt","Rowbes","Hurt With Bowie","Nine Inch Nails - NINRemixes.com Unofficial - 223 - Hurt, Hurt With Bowie, by Rowbes (Unofficial Remix).mp3","550","12","5.4","?","0.072","0.0133333","1182875402",,"0",NULL,NULL,
"224","Fan Inspired Song","Fan Inspired Song","Arcade Velocity","Visions Of Nothing","Nine Inch Nails - NINRemixes.com Unofficial - 224 - Visions Of Nothing by Arcade Velocity (Fan Inspired Song).mp3","122","9","4.7","?","0.346721","0.0737705","1182875603",,"0",NULL,NULL,
"225","Unofficial Remix","Somewhat Damaged","DJ Wretched","Rotten Core","Nine Inch Nails - NINRemixes.com Unofficial - 225 - Somewhat Damaged, Rotten Core, by DJ Wretched (Unofficial Remix).mp3","880","10","3.9","?","0.0452436","0.0116009","1186977886",,"0","driver down included","driver down included",
"220","Unofficial Remix","Starfuckers, Inc.","Josh Campbell","The Hermit","Nine Inch Nails - NINRemixes.com Unofficial - 220 - Starfuckers, Inc., The Hermit, by Josh Campbell (Unofficial Remix).mp3","436","10","5.2","Y","0.12178","0.0234192","1183646922",,"0","soft, soothing version, very retarded","soft, very retarded, soothing version, inthewoods, Not Retarted",
"227","Unofficial Remix","The Day The World Went Away","Ewen Eye","Drum and Bass Style","Nine Inch Nails - NINRemixes.com Unofficial - 227 - The Day The World Went Away, Drum and Bass Style, by Ewen Eye (Unofficial Remix).mp3","984","20","6.2","?","0.122199","0.0197095","1183057429",,"0","stripped","stripped",
"228","Cover","Gave Up","A Promise Broken","Live","Nine Inch Nails - NINRemixes.com Unofficial - 228 - Gave Up, Live, by A Promise Broken (Cover).mp3","500","14","5","?","0.140562","0.0281125","1183143075",,"0",NULL,NULL,
"229","Fan Inspired Song","Fan Inspired Song","The Broken Machine","Wasteland","Nine Inch Nails - NINRemixes.com Unofficial - 229 - Wasteland by The Broken Machine (Fan Inspired Song).mp3","134","6","5.8","?","0.219697","0.0378788","1183411167",,"0",NULL,NULL,
"230","Fan Inspired Song","Fan Inspired Song","Daniel","The Festival","Nine Inch Nails - NINRemixes.com Unofficial - 230 - The Festival by Daniel (Fan Inspired Song).mp3","172","12","4.9","?","0.34386","0.0701754","1190604073",,"0",NULL,NULL,
"231","Cover","The Day The World Went Away","A Promise Broken",,"Nine Inch Nails - NINRemixes.com Unofficial - 231 - The Day The World Went Away covered by A Promise Broken (Cover).mp3","1241","25","6.4","?","0.124675","0.0194805","1183470334",,"0",NULL,NULL,
"226","Cover","Closer","McFer",,"Nine Inch Nails - NINRemixes.com Unofficial - 226 - Closer covered by McFer (Cover).mp3","427","10","5.8","S","0.137116","0.0236407","1183663195",,"0",NULL,NULL,
"232","Unofficial Remix","The Big Come Down","Skrewyouphoria","The Big Sun Down","Nine Inch Nails - NINRemixes.com Unofficial - 232 - The Big Come Down, The Big Sun Down, by Skrewyouphoria (Unofficial Remix).mp3","256","5","4.8","S","0.0956175","0.0199203","1183830569",,"0",NULL,NULL,
"233","Unofficial Remix","The Big Come Down","John Zapetis","Thumping Bass Mix","Nine Inch Nails - NINRemixes.com Unofficial - 233 - The Big Come Down, Thumping Bass Mix, by John Zapetis (Unofficial Remix).mp3","292","5","5.9","?","0.103873","0.0176056","1183855252",,"0",NULL,NULL,
"234","Unofficial Remix","Right Where It Belongs","Old Sarge",,"Nine Inch Nails - NINRemixes.com Unofficial - 234 - Right Where It Belongs remixed by Old Sarge (Unofficial Remix).mp3","1240","31","6.5","Y","0.159574","0.0245499","1184087316",,"0","google listentooldsarge, rockbar","rockbar, google listentooldsarge",
"235","Cover","The Day The World Went Away","Mutagen (Nathan Birchfield)","Synthoholic","Nine Inch Nails - NINRemixes.com Unofficial - 235 - The Day The World Went Away, Synthoholic, by Mutagen (Nathan Birchfield) (Cover).mp3","2179","62","6.1","?","0.171238","0.0280718","1183869203",,"0","A Fast Synth Rock Cover","A Fast Synth Rock Cover",
"236","Fan Inspired Song","Fan Inspired Song","Old Sarge","Taijitu (Yin)","Nine Inch Nails - NINRemixes.com Unofficial - 236 - Taijitu (Yin) by Old Sarge (Fan Inspired Song).mp3","231","14","5.5","Y","0.337719","0.0614035","1184031426",,"0","google listentooldsarge","google listentooldsarge",
"237","Fan Inspired Song","Fan Inspired Song","Mutagen (Nathan Birchfield)","Burnt Out","Nine Inch Nails - NINRemixes.com Unofficial - 237 - Burnt Out by Mutagen (Nathan Birchfield) (Fan Inspired Song).mp3","587","45","5.1","?","0.392308","0.0769231","1190604708",,"0","Here To Darken Your Day","Here To Darken Your Day",
"238","Fan Inspired Song","Fan Inspired Song","F3EN","Chill Pill","Nine Inch Nails - NINRemixes.com Unofficial - 238 - Chill Pill by F3EN (Fan Inspired Song).mp3","142","4","5.7","?","0.160563","0.028169","1184133836",,"0","U HEAR ME NOW???, no i dont","U HEAR ME NOW???, no i dont",
"239","Cover","Somewhat Damaged","Brad Loehr","Somewhere Far","Nine Inch Nails - NINRemixes.com Unofficial - 239 - Somewhat Damaged, Somewhere Far, by Brad Loehr (Cover).mp3","779","23","5.6","?","0.165147","0.0294906","1184205356",,"0","Nice !","Nice !",
"240","Cover","Eraser","Ognis",,"Nine Inch Nails - NINRemixes.com Unofficial - 240 - Eraser covered by Ognis (Cover).mp3","662","30","5.1","?","0.237578","0.0465838","1184341546",,"0","The hotness","The hotness",
"241","Unofficial Remix","Mashup","Josh Campbell","Trippin With Trent","Nine Inch Nails - NINRemixes.com Unofficial - 241 - Mashup, Trippin With Trent, by Josh Campbell (Unofficial Remix).mp3","259","6","4.8","Y","0.0941176","0.0196078","1184470844",,"0","part 1","part 1",
"242","Unofficial Remix","Mashup","Josh Campbell","Trippin With Trent.2","Nine Inch Nails - NINRemixes.com Unofficial - 242 - Mashup, Trippin With Trent.2, by Josh Campbell (Unofficial Remix).mp3","247","9","5.5","Y","0.178862","0.0325203","1184555594",,"0","Part 2","Part 2",
"243","Unofficial Remix","Mashup","Josh Campbell","Trippin With Trent.3","Nine Inch Nails - NINRemixes.com Unofficial - 243 - Mashup, Trippin With Trent.3, by Josh Campbell (Unofficial Remix).mp3","1216","46","5.6","Y","0.212016","0.0378601","1184619647",,"1","part 3, sampling, trippin with trent.3 by","part 3, trippin with trent.3 by, sampling, ",
"244","Cover","La Mer","Meathead","Carbonated","Nine Inch Nails - NINRemixes.com Unofficial - 244 - La Mer, Carbonated, by Meathead (Cover).mp3","1244","33","6","?","0.15534","0.02589","1184775018",,"0","How could you?","How could you?",
"245","Cover","March of the Pigs","DMW",,"Nine Inch Nails - NINRemixes.com Unofficial - 245 - March of the Pigs covered by DMW (Cover).mp3","860","30","5.8","?","0.203747","0.0351288","1184819649",,"0","tag?","tag?",
"246","Unofficial Remix","Eraser","DJ Lee","Blue","Nine Inch Nails - NINRemixes.com Unofficial - 246 - Eraser, Blue, by DJ Lee (Unofficial Remix).mp3","946","35","5.9","?","0.201136","0.0340909","1184778417",,"0","really odl studio demo, techno, trance","really odl studio demo, techno, trance, ",
"247","Unofficial Remix","The Big Come Down","Music For The Minority",,"Nine Inch Nails - NINRemixes.com Unofficial - 247 - The Big Come Down remixed by Music For The Minority (Unofficial Remix).mp3","256","5","5.4","?","0.106719","0.0197628","1184778464",,"0",NULL,NULL,
"149","Unofficial Remix","Suck","Erasemoi",,"Nine Inch Nails - NINRemixes.com Unofficial - 149 - Suck remixed by Erasemoi (Unofficial Remix).mp3","475","20","6","Y","0.254777","0.0424628","1185140357",,"0",NULL,NULL,
"189","Fan Inspired Song","Fan Inspired Song","Cosmike","Andromeda","Nine Inch Nails - NINRemixes.com Unofficial - 189 - Andromeda by Cosmike (Fan Inspired Song).mp3","202","15","6.1","?","0.287435","0.0471204","1185140834",,"0","Instrumental","Instrumental",
"248","Fan Inspired Song","Fan Inspired Song","Andrew Garraway","Distant Thoughts","Nine Inch Nails - NINRemixes.com Unofficial - 248 - Distant Thoughts by Andrew Garraway (Fan Inspired Song).mp3","322","25","4.7","?","0.353605","0.0752351","1185155515",,"0","instrumental, soft","soft, instrumental",
"249","Cover","Please","Lithium Dawn",,"Nine Inch Nails - NINRemixes.com Unofficial - 249 - Please covered by Lithium Dawn  (Cover).mp3","917","27","5.9","?","0.175248","0.029703","1185141673",,"0",NULL,NULL,
"250","Cover","Survivalism","XVS","Russian","Nine Inch Nails - NINRemixes.com Unofficial - 250 - Survivalism, Russian, by XVS (Cover).mp3","933","57","6","?","0.362851","0.0604752","1185155536",,"0","xvostya, xvs, xvsosta","xvs, xvsosta, xvostya, www.nin.su, nuni, nekrasova",
"251","Unofficial Remix","Mashup","JeeL","Happiness in Dead Girl's Body","Nine Inch Nails - NINRemixes.com Unofficial - 251 - Mashup, Happiness in Dead Girl's Body, by JeeL (Unofficial Remix).mp3","298","10","5.6","?","0.174394","0.0311419","1185143288",,"0",NULL,NULL,
"252","Unofficial Remix","Heresy","DJ Lee","Gristle","Nine Inch Nails - NINRemixes.com Unofficial - 252 - Heresy, Gristle, by DJ Lee (Unofficial Remix).mp3","943","23","5.9","?","0.139121","0.0235799","1185144278",,"0","industrial","industrial",
"253","Unofficial Remix","Gave Up","L'Orangerie Stank","Persistence","Nine Inch Nails - NINRemixes.com Unofficial - 253 - Gave Up, Persistence, by L'Orangerie Stank  (Unofficial Remix).mp3","527","9","5.1","?","0.0875954","0.0171756","1185144924",,"0",NULL,NULL,
"254","Cover","Terrible Lie","DMW",,"Nine Inch Nails - NINRemixes.com Unofficial - 254 - Terrible Lie covered by DMW (Cover).mp3","837","24","5.9","?","0.166095","0.0281518","1185145511",,"0",NULL,NULL,
"255","Unofficial Remix","Mashup","DJ WhiteRabbit","Down I'm Traum","Nine Inch Nails - NINRemixes.com Unofficial - 255 - Mashup, Down I'm Traum, by DJ WhiteRabbit  (Unofficial Remix).mp3","216","5","6.1","?","0.142523","0.0233645","1185145644",,"0",NULL,NULL,
"256","Fan Inspired Song","Fan Inspired Song","The Broken Machine","Behind","Nine Inch Nails - NINRemixes.com Unofficial - 256 - Behind by The Broken Machine (Fan Inspired Song).mp3","252","16","4.6","?","0.295582","0.064257","1185153511",,"0","Very interesting","Very interesting",
"258","Unofficial Remix","Piggy","Ossa","Instrumental","Nine Inch Nails - NINRemixes.com Unofficial - 258 - Piggy, Instrumental, by Ossa (Unofficial Remix).mp3","482","8","4.1","?","0.052452","0.0127932","1185153970",,"0",NULL,NULL,
"257","Unofficial Remix","The Mark Has Been Made","Sean McKeever","Making The Mark","Nine Inch Nails - NINRemixes.com Unofficial - 257 - The Mark Has Been Made, Making The Mark, by Sean McKeever (Unofficial Remix).mp3","552","16","4.5","?","0.136106","0.0302457","1185153722",,"0",NULL,NULL,
"259","Cover","Down In It","Spleen Harvest & Hell Atlantic","At&T Dialing In It","Nine Inch Nails - NINRemixes.com Unofficial - 259 - Down In It, At&T Dialing In It, by Spleen Harvest & Hell Atlantic (Cover).mp3","333","18","4.2","?","0.241216","0.0574324","1185154960",,"0","retro","retro",
"260","Unofficial Remix","That's What I Get","AFK",,"Nine Inch Nails - NINRemixes.com Unofficial - 260 - That's What I Get remixed by AFK (Unofficial Remix).mp3","473","12","4","?","0.103226","0.0258065","1189978211",,"0",NULL,NULL,
"261","Unofficial Remix","The Perfect Drug","Flim","Sine Wave","Nine Inch Nails - NINRemixes.com Unofficial - 261 - The Perfect Drug, Sine Wave, by Flim (Unofficial Remix).mp3","556","13","4.7","?","0.103108","0.0219378","1185155275",,"0",NULL,NULL,
"262","Unofficial Remix","Closer","New York Reload","Throw This Away","Nine Inch Nails - NINRemixes.com Unofficial - 262 - Closer, Throw This Away, by New York Reload (Unofficial Remix).mp3","370","8","5.1","N","0.111475","0.0218579","1185195772",,"0",NULL,NULL,
"263","Unofficial Remix","The Day The World Went Away","Zero1","Dance Remix","Nine Inch Nails - NINRemixes.com Unofficial - 263 - The Day The World Went Away, Dance Remix, by Zero1 (Unofficial Remix).mp3","509","10","4","?","0.0790514","0.0197628","1185196551",,"0",NULL,NULL,
"264","Unofficial Remix","Mashup","Totom","Fight Club is Not Enough","Nine Inch Nails - NINRemixes.com Unofficial - 264 - Mashup, Fight Club is Not Enough, by Totom (Unofficial Remix).mp3","382","13","5","?","0.16","0.032","1185196649",,"0","elevator tune","elevator tune",
"265","Cover","La Mer","Pushing Reality","06-06-06 Version","Nine Inch Nails - NINRemixes.com Unofficial - 265 - La Mer, 06-06-06 Version, by Pushing Reality (Cover).mp3","942","33","6.1","?","0.209442","0.0343348","1185197296",,"0","Excellent Piano Renditio","Excellent Piano Renditio",
"266","Unofficial Remix","Starfuckers, Inc.","Ripe","Preach","Nine Inch Nails - NINRemixes.com Unofficial - 266 - Starfuckers, Inc., Preach, by Ripe (Unofficial Remix).mp3","318","6","4.2","?","0.066879","0.0159236","1185197762",,"0",NULL,NULL,
"267","Unofficial Remix","Non Entity","CRK","Duet","Nine Inch Nails - NINRemixes.com Unofficial - 267 - Non Entity, Duet, by CRK (Unofficial Remix).mp3","654","28","6","?","0.199052","0.0331754","1185336782",,"0",NULL,NULL,
"268","Fan Inspired Song","Fan Inspired Song","Partial Reptile","Better Silver","Nine Inch Nails - NINRemixes.com Unofficial - 268 - Better Silver by Partial Reptile (Fan Inspired Song).mp3","245","10","5.7","?","0.233607","0.0409836","1185254652",,"0","piano","piano",
"269","Unofficial Remix","The Frail","Steveolectric",,"Nine Inch Nails - NINRemixes.com Unofficial - 269 - The Frail remixed by Steveolectric (Unofficial Remix).mp3","1594","87","6.2","Y","0.333123","0.0537295","1185309919",,"1","epochal","epochal",
"270","Fan Inspired Song","Fan Inspired Song","Kyle Porter","Freedom For Blood","Nine Inch Nails - NINRemixes.com Unofficial - 270 - Freedom For Blood by Kyle Porter (Fan Inspired Song).mp3","460","26","6","Y","0.339869","0.0566449","1185342325",,"0","instrumental","instrumental",
"271","Unofficial Remix","Mashup","Josh Campbell","Trippin With Trent 4","Nine Inch Nails - NINRemixes.com Unofficial - 271 - Mashup, Trippin With Trent 4, by Josh Campbell (Unofficial Remix).mp3","249","5","3.9","Y","0.078629","0.0201613","1187891739",,"0",NULL,NULL,
"348","Fan Inspired Song","Fan Inspired Song","Seamus Donnelly","Big Brother","Nine Inch Nails - NINRemixes.com Unofficial - 348 - Big Brother by Seamus Donnelly (Fan Inspired Song).mp3","161","8","4.3","?","0.215","0.05","1187891958",,"0",NULL,NULL,
